Ticker,Name,Exchange,Category,Country
SONME.IS,Sonmez Filament Sentetik Iplik ve Elyaf Sanayi A.S.,IST,,Turkey
SRVGY.IS,Servet Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
TACTR.IS,Tac Tarim Urunleri Hayvancilik Gida Sanayi ve Ticaret A.S.,IST,,Turkey
TATGD.IS,Tat Gida Sanayi Anonim Sirketi,IST,,Turkey
TAVHL.IS,TAV Havalimanlari Holding A.S.,IST,,Turkey
TBORG.IS,Turk Tuborg Bira ve Malt Sanayii A.S.,IST,,Turkey
TCELL.IS,Turkcell Iletisim Hizmetleri A.S.,IST,,Turkey
TEKTU.IS,Tek-Art Insaat Ticaret Turizm Sanayi ve Yatirimlar AS,IST,,Turkey
TGSAS.IS,TGS Dis Ticaret Anonim Sirketi,IST,,Turkey
THYAO.IS,Turk Hava Yollari Anonim Ortakligi,IST,,Turkey
TIRE.IS,Mondi Tire Kutsan Kagit ve Ambalaj Sanayi A.S.,IST,,Turkey
TKFEN.IS,Tekfen Holding Anonim Sirketi,IST,,Turkey
TKNSA.IS,Teknosa Ic ve Dis Ticaret A.S.,IST,,Turkey
TKURU.IS,Taze Kuru Gida Sanayi ve Ticaret A.S.,IST,,Turkey
TMPOL.IS,TE-MAPOL Polimer Plastik ve Insaat Sanayi Ticaret A.S.,IST,,Turkey
TMSN.IS,Tumosan Motor ve Traktor Sanayi A.S.,IST,,Turkey
TOASO.IS,Tofas Turk Otomobil Fabrikasi A.S.,IST,,Turkey
TRCAS.IS,Turcas Petrol A.S.,IST,,Turkey
TRGYO.IS,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
TRKCM.IS,Trakya Cam Sanayii A.S.,IST,,Turkey
TSGYO.IS,TSKB Gayrimenkul Yatirim Ortakligi A.S,IST,,Turkey
TSKB.IS,Turkiye Sinai Kalkinma Bankasi A.S.,IST,,Turkey
TSPOR.IS,Trabzonspor Sportif Yatirim ve Futbol Isletmeciligi Ticaret A.S.,IST,,Turkey
TTKOM.IS,Turk Telekomunikasyon A.S.,IST,,Turkey
TTRAK.IS,Turk Traktor ve Ziraat Makineleri A.S.,IST,,Turkey
TUCLK.IS,Tugcelik Aluminyum Ve Metal Mamulleri Sanayi Ve Ticaret A.S.,IST,,Turkey
TUKAS.IS,Tukas Gida Sanayi ve Ticaret A.S.,IST,,Turkey
TUPRS.IS,Turkiye Petrol Rafinerileri A.S.,IST,,Turkey
TURGG.IS,Turker Proje Gayrimenkul ve Yatirim Gelistirme Anonim Sirketi,IST,,Turkey
ULAS.IS,Ulaslar Turizm Yatirimlari ve Dayanikli Tuketim Mallari Ticaret Pazarlama A.S.,IST,,Turkey
ULKER.IS,Ulker Biskuvi Sanayi A.S.,IST,,Turkey
ULUSE.IS,Ulusoy Elektrik Imalat Taahhut ve Ticaret A.S.,IST,,Turkey
ULUUN.IS,Ulusoy Un Sanayi ve Ticaret A.S.,IST,,Turkey
UMPAS.IS,Umpas Holding A.S.,IST,,Turkey
UNYEC.IS,Unye cimento Sanayii ve Ticaret A.S.,IST,,Turkey
USAK.IS,Usak Seramik Sanayi A.S.,IST,,Turkey
UTPYA.IS,Utopya Turizm Insaat Isletmecilik Ticaret A.S.,IST,,Turkey
UZERB.IS,Uzertas Boya Sanayi Ticaret ve Yatirim Anonim Sirketi,IST,,Turkey
VAKBN.IS,Turkiye Vakiflar Bankasi Turk Anonim Ortakligi,IST,,Turkey
VAKFN.IS,Vakif Finansal Kiralama A.S.,IST,,Turkey
VAKKO.IS,Vakko Tekstil ve Hazir Giyim Sanayi Isletmeleri A.S.,IST,,Turkey
VANGD.IS,Vanet Gida Sanayi Ic Ve Dis Ticaret Anonim Sirketi,IST,,Turkey
VERTU.IS,Verusaturk Girisim Sermayesi Yatirim Ortakligi A.S.,IST,,Turkey
VERUS.IS,Verusa Holding A.S.,IST,,Turkey
VESBE.IS,Vestel Beyaz Esya Sanayi ve Ticaret A.S.,IST,,Turkey
VESTL.IS,Vestel Elektronik Sanayi ve Ticaret Anonim Sirketi,IST,,Turkey
VKFYO.IS,Vakif Menkul Kiymet Yatirim Ortakligi A.S.,IST,,Turkey
VKGYO.IS,Vakif Gayrimenkul Yatirim Ortakligi AS,IST,,Turkey
VKING.IS,Viking Kagit ve Seluloz A.S.,IST,,Turkey
YAPRK.IS,Yaprak Sut ve Besi ciftlikleri Sanayi ve Ticaret A.S.,IST,,Turkey
YATAS.IS,Yatas Yatak Ve Yorgan Sanayi Ticaret Anonim Sirketi,IST,,Turkey
YAYLA.IS,Yayla Enerji Uretim Turizm ve Insaat Ticaret A.S.,IST,,Turkey
YBTAS.IS,Yibitas Yozgat Isci Birligi Insaat Malzemeleri Ticaret ve Sanayi A.S.,IST,,Turkey
YESIL.IS,Yesil Yatirim Holding Anonim Sirketi,IST,,Turkey
YGGYO.IS,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
YGYO.IS,Yesil Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
YKBNK.IS,Yapi ve Kredi Bankasi A.S.,IST,,Turkey
YKGYO.IS,Yapi Kredi Koray Gayrimenkul Yatirim Ortakligi A.S.,IST,,Turkey
YONGA.IS,Yonga Mobilya Sanayi ve Ticaret A.S.,IST,,Turkey
YUNSA.IS,Yunsa Yunlu Sanayi ve Ticaret A.S.,IST,,Turkey
YYAPI.IS,Yesil Yapi Endustrisi A.S.,IST,,Turkey
ZOREN.IS,Zorlu Enerji Elektrik Uretim A.S.,IST,,Turkey
